datetime,nat_demand,T2M_toc,W2M_toc,holiday,school,nat_demand1,Jarak_Minimum,Klaster
2015-03-01 01:00:00,0.5409398950036277,25.86525879,21.85054582,0,0,970.345,0.12953020056189335,1
2015-03-01 02:00:00,0.5053909887728782,25.89925537,22.16694428,0,0,912.1755,0.16507910679264282,1
2015-03-01 03:00:00,0.49811449229589855,25.93728027,22.45491088,0,0,900.2688,0.17235560326962251,1
2015-03-01 04:00:00,0.49181072541170356,25.95754395,22.11048087,0,0,889.9538,0.1786593701538175,1
2015-03-01 05:00:00,0.4940918762259192,25.97384033,21.18608852,0,0,893.6865,0.17637821933960185,1
2015-03-01 06:00:00,0.48525853572203836,26.03414307,20.06203782,0,0,879.2323,0.1852115598434827,1
2015-03-01 07:00:00,0.5178042455182449,26.6914917,21.62349567,0,0,932.4876,0.15266585004727617,1
2015-03-01 08:00:00,0.5889909157310732,27.67406616,23.775317,0,0,1048.972,0.08147917983444786,1
2015-03-01 09:00:00,0.6616754562912756,28.76040039,24.6361515,0,0,1167.9074,0.008794639274245508,1
2015-03-01 15:00:00,0.6623452506204154,30.81676636,24.21445514,0,0,1169.0034,0.00812484494510568,1
2015-03-01 16:00:00,0.6426070962020218,30.05721436,23.76680031,0,0,1136.7054,0.02786299936349923,1
2015-03-01 17:00:00,0.6213639212595654,28.80245361,22.75511413,0,0,1101.9447,0.04910617430595565,1
2015-03-01 18:00:00,0.6244781593269595,27.36635742,20.67880942,0,0,1107.0406,0.04599193623856157,1
2015-03-01 19:00:00,0.6459373673856119,26.61394653,19.92638635,0,0,1142.1548,0.024532728179909147,1
2015-03-01 20:00:00,0.6184847223335831,26.26726685,19.42842398,0,0,1097.2334,0.05198537323193797,1
2015-03-01 21:00:00,0.6046861035766039,26.08352051,19.5695168,0,0,1074.6544,0.06578399198891716,1
2015-03-01 22:00:00,0.5843172669066845,25.95629272,19.65992258,0,0,1041.3244,0.08615282865883656,1
2015-03-01 23:00:00,0.5588391706479503,25.8612915,19.70297711,0,0,999.634,0.11163092491757076,1
2015-04-01 00:00:00,0.5395389492735909,25.76918945,19.70035169,0,0,968.0526,0.13093114629193014,1
2015-04-01 01:00:00,0.5248737535469766,25.68181763,19.89334975,0,0,944.0556,0.14559634201854443,1
2015-04-01 02:00:00,0.5155013386108563,25.60231934,19.86387112,0,0,928.7193,0.15496875695466472,1
2015-04-01 03:00:00,0.5037905103343887,25.57265625,20.36202291,0,0,909.5566,0.16667958523113235,1
2015-04-01 04:00:00,0.4946833241745886,25.54714355,20.65157366,0,0,894.6543,0.17578677139093246,1
2015-04-01 05:00:00,0.48857915111146744,25.52785645,20.48153763,0,0,884.6659,0.18189094445405363,1
2015-04-01 06:00:00,0.4753317070857396,25.54476318,20.43622985,0,0,862.9888,0.1951383884797815,1
2015-04-01 07:00:00,0.48064758844707456,26.30422363,23.66059609,0,0,871.6873,0.1898225071184465,1
2015-04-01 08:00:00,0.5055872213997822,27.40322266,27.22222241,0,0,912.4966,0.16488287416573888,1
2015-04-01 09:00:00,0.5406078701322575,28.46138916,28.11991858,0,0,969.8017,0.12986222543326353,1
2015-04-01 10:00:00,0.5708639955725129,29.38103638,28.52748225,0,0,1019.3105,0.09960609999300818,1
2015-04-01 11:00:00,0.5955774507138933,30.1062561,28.25395806,0,0,1059.7497,0.07489264485162772,1
2015-04-01 12:00:00,0.6017105300468759,30.59508667,27.47972444,0,0,1069.7854,0.06875956551864515,1
2015-04-01 13:00:00,0.612405483219941,30.79110107,26.45025602,0,0,1087.2858,0.058064612345580024,1
2015-04-01 14:00:00,0.612334042565674,30.69204102,25.63466756,0,0,1087.1689,0.05813605299984703,1
2015-04-01 15:00:00,0.6051297812070379,30.26275024,25.31850515,0,0,1075.3804,0.0653403143584832,1
2015-04-01 16:00:00,0.5935365947265187,29.4192749,25.56764766,0,0,1056.4102,0.07693350083900241,1
2015-04-01 17:00:00,0.5796717910007021,28.11812744,25.10650949,0,0,1033.7229,0.09079830456481897,1
2015-04-01 18:00:00,0.6211189818735076,26.83339844,22.93944962,0,0,1101.5439,0.049351113692013504,1
2015-04-01 19:00:00,0.6428943255219997,26.26513062,21.90201871,0,0,1137.1754,0.027575770043521408,1
2015-04-01 20:00:00,0.6404698656109014,26.04036865,21.86214748,0,0,1133.2082,0.030000229954619706,1
2015-04-01 21:00:00,0.6216235276747284,25.8701416,21.63856535,0,0,1102.3695,0.04884656789079267,1
2015-04-01 22:00:00,0.6034188722619102,25.75136719,21.83913041,0,0,1072.5808,0.06705122330361091,1
2015-04-01 23:00:00,0.5667605886172121,25.71669922,21.83853504,0,0,1012.596,0.10370950694830894,1
2015-05-01 00:00:00,0.5337749901730905,25.70070801,21.22802614,0,0,958.6209,0.13669510539243057,1
2015-05-01 01:00:00,0.515387974698397,25.68990479,20.81284325,0,0,928.5338,0.15508212086712403,1
2015-05-01 02:00:00,0.49889147816274937,25.69042358,21.4350917,0,0,901.5402,0.1715786174027717,1
2015-05-01 03:00:00,0.49048360372816324,25.70449219,22.28194361,0,0,887.7822,0.17998649183735782,1
2015-05-01 04:00:00,0.4863399846680656,25.71102295,22.64028872,0,0,881.0019,0.18413011089745546,1
2015-05-01 05:00:00,0.489039818050615,25.6949707,22.76640901,0,0,885.4197,0.18143027751490604,1
2015-05-01 06:00:00,0.4992252141875151,25.70403442,22.89387633,0,0,902.0863,0.17124488137800598,1
2015-05-01 07:00:00,0.5817704595277999,26.26845703,25.37011412,0,0,1037.157,0.08869963603772113,1
2015-05-01 17:00:00,0.6679063769309145,27.70995483,28.42517847,0,0,1178.1032,0.002563718634606582,1
2015-05-01 20:00:00,0.6548008364117799,25.96291504,25.34703503,0,0,1156.6583,0.015669259153741177,1
2015-05-01 21:00:00,0.6288518062935244,25.80129395,25.23723576,0,0,1114.1973,0.04161828927199662,1
2015-05-01 22:00:00,0.5998602843252483,25.66970215,26.45164661,0,0,1066.7578,0.07060981124027277,1
2015-05-01 23:00:00,0.5605031450999411,25.5666748,27.77091949,0,0,1002.3568,0.10996695046557992,1
2015-06-01 00:00:00,0.5172247756433448,25.50768433,28.49007318,0,0,931.5394,0.15324531992217627,1
2015-06-01 01:00:00,0.5069273600716533,25.44103394,28.39983239,0,0,914.6895,0.16354273549386777,1
2015-06-01 02:00:00,0.492355238867236,25.43129883,28.25437364,0,0,890.8448,0.17811485669828508,1
2015-06-01 03:00:00,0.47903262631734367,25.47203979,28.24805103,0,0,869.0447,0.1914374692481774,1
2015-06-01 04:00:00,0.4689107873065663,25.4885498,27.3254377,0,0,852.4821,0.20155930825895474,1
2015-06-01 05:00:00,0.49260745065522515,25.46737061,26.22167787,0,0,891.2575,0.1778626449102959,1
2015-06-01 06:00:00,0.49529866715817517,25.44713745,24.54852365,0,0,895.6612,0.1751714284073459,1
2015-06-01 07:00:00,0.5629148324731936,26.0256897,25.55573757,0,0,1006.3031,0.10755526309232744,1
2015-06-01 17:00:00,0.6611097367561617,27.58376465,27.57516141,0,0,1166.9817,0.00936035880935937,1
2015-06-01 18:00:00,0.6587292779323791,26.40828857,24.8190327,0,0,1163.0865,0.011740817633141942,1
2015-06-01 20:00:00,0.6542414725892782,25.61733398,22.25655198,0,0,1155.743,0.016228622976242835,1
2015-06-01 21:00:00,0.630282391644878,25.34798584,20.58945463,0,0,1116.5382,0.04018770392064308,1
2015-06-01 22:00:00,0.6117450391218556,25.12993774,19.99690714,0,0,1086.2051,0.058725056443665435,1
2015-06-01 23:00:00,0.5774144741087824,24.96688232,20.05328525,0,0,1030.0292,0.09305562145673862,1
2015-07-01 00:00:00,0.5466403580906267,24.89916382,20.37505575,0,0,979.6728,0.12382973747489434,1
2015-07-01 01:00:00,0.522674432532644,24.86324463,20.15655441,0,0,940.4568,0.14779566303287706,1
2015-07-01 02:00:00,0.5032016902284342,24.86556396,20.10857967,0,0,908.5931,0.16726840533708687,1
2015-07-01 03:00:00,0.4896801560963018,24.90090332,20.34752638,0,0,886.4675,0.18078993946921929,1
2015-07-01 04:00:00,0.4835449378215747,24.92299805,19.85254356,0,0,876.4283,0.18692515774394636,1
2015-07-01 05:00:00,0.49331440145809835,24.92580566,19.13079926,0,0,892.4143,0.1771556941074227,1
2015-07-01 06:00:00,0.5027896078231978,24.96193848,18.5438325,0,0,907.9188,0.16768048774232325,1
2015-07-01 07:00:00,0.5655070465296832,25.74367676,21.0835276,0,0,1010.5448,0.10496304903583786,1
2015-07-01 08:00:00,0.6596883794106201,26.80953369,24.14870094,0,0,1164.6559,0.010781716154900978,1
2015-07-01 17:00:00,0.6690258990399941,27.19002686,29.14787705,0,0,1179.9351,0.001444196525526964,1
2015-07-01 18:00:00,0.6707603363443115,26.20931396,25.85595799,0,0,1182.7732,0.0002902407787904737,1
2015-07-01 20:00:00,0.6466122340623173,25.7348877,22.6122923,0,0,1143.2591,0.023857861503203792,1
2015-07-01 21:00:00,0.6437838808372333,25.60790405,21.65592811,0,0,1138.631,0.026686214728287805,1
2015-07-01 22:00:00,0.6173971010128073,25.46785889,20.94058179,0,0,1095.4537,0.05307299455271375,1
2015-07-01 23:00:00,0.5860561043197334,25.2986084,19.59933033,0,0,1044.1697,0.08441399124578763,1
2015-08-01 00:00:00,0.5504405853317976,25.1585022,19.10039418,0,0,985.8912,0.12002951023372344,1
2015-08-01 01:00:00,0.5360886529018228,25.05080566,19.64667076,0,0,962.4068,0.13438144266369823,1
2015-08-01 02:00:00,0.5151250682016854,24.949823,20.34497017,0,0,928.1036,0.1553450273638357,1
2015-08-01 03:00:00,0.5089503100609953,24.82982788,20.43201766,0,0,917.9997,0.16151978550452573,1
2015-08-01 04:00:00,0.5046443147661783,24.77825317,21.20864995,0,0,910.9537,0.16582578079934274,1
2015-08-01 05:00:00,0.5155042109040562,24.77056274,21.66956875,0,0,928.724,0.15496588466146488,1
2015-08-01 06:00:00,0.5171587740123712,24.81609497,22.16842848,0,0,931.4314,0.15331132155314986,1
2015-08-01 07:00:00,0.5796796134162249,25.58526001,26.07372756,0,0,1033.7357,0.09079048214929619,1
2015-08-01 17:00:00,0.6458489374226315,27.12410889,30.94071823,0,0,1142.0101,0.024621158142889565,1
2015-08-01 19:00:00,0.6642548978099193,25.8477417,27.80035414,0,0,1172.1282,0.0062151977556017535,1
2015-08-01 20:00:00,0.6426140019282255,25.66439209,27.38038899,0,0,1136.7167,0.027856093637295576,1
2015-08-01 21:00:00,0.6273685418626345,25.5367981,27.03003822,0,0,1111.7702,0.0431015537028866,1
2015-08-01 22:00:00,0.601409122598763,25.41469727,27.55759383,0,0,1069.2922,0.06906097296675806,1
2015-08-01 23:00:00,0.5700388529600998,25.29067383,27.54912931,0,0,1017.9603,0.10043124260542124,1
2015-09-01 00:00:00,0.5451743274189353,25.16060791,26.99393029,1,0,977.2739,0.12529576814658572,1
2015-09-01 01:00:00,0.5246002745667849,25.03847656,26.21308845,1,0,943.6081,0.14586982099873613,1
2015-09-01 02:00:00,0.5083784792637542,24.93444214,25.24825832,1,0,917.064,0.16209161630176683,1
2015-09-01 03:00:00,0.49545022645892944,24.9034668,24.7011255,1,0,895.9092,0.17501986910659162,1
2015-09-01 04:00:00,0.4889495547089965,24.91787109,24.26749535,1,0,885.272,0.18152054085652458,1
2015-09-01 05:00:00,0.48866788663755434,24.93493042,24.13681884,1,0,884.8111,0.18180220892796672,1
2015-09-01 06:00:00,0.47751550549426913,24.97023926,23.94043982,1,0,866.5622,0.19295459007125193,1
2015-09-01 07:00:00,0.48757623188377464,25.49630127,26.01589485,1,0,883.0248,0.18289386368174643,1
2015-09-01 08:00:00,0.5306882527852689,26.4039856,30.71778264,1,0,953.57,0.13978184278025219,1
2015-09-01 09:00:00,0.5633217203056218,27.36043701,33.6112828,1,0,1006.9689,0.10714837525989929,1
2015-09-01 10:00:00,0.5945189190008429,28.23269043,33.74536199,1,0,1058.0176,0.0759511765646782,1
