datetime,nat_demand,T2M_toc,W2M_toc,holiday,school,nat_demand1,Jarak_Minimum,Klaster
2015-03-01 10:00:00,0.7164320593877788,29.76665649,25.86267136,0,0,1257.5069,0.04342879932140442,2
2015-03-01 11:00:00,0.7146451874544101,30.52376709,26.82808151,0,0,1254.583,0.04164192738803574,2
2015-03-01 12:00:00,0.6916163628310105,30.98180542,26.65431045,0,0,1216.9004,0.018613102764636125,2
2015-03-01 13:00:00,0.6826054290497134,31.21120605,25.75416055,0,0,1202.1556,0.009602168983339099,2
2015-03-01 14:00:00,0.6796145773646673,31.15651855,24.90217224,0,0,1197.2616,0.006611317298293007,2
2015-05-01 08:00:00,0.6763462132664257,27.16939697,29.65603213,0,0,1191.9135,0.0033429532000514017,2
2015-05-01 09:00:00,0.754510722576078,28.09603271,31.39054295,0,0,1319.8159,0.08150746250970364,2
2015-05-01 10:00:00,0.7931639666295754,28.90050659,31.70924902,0,0,1383.0651,0.1201607065632011,2
2015-05-01 11:00:00,0.8127912016403606,29.53603516,31.50677313,0,0,1415.1816,0.13978794157398622,2
2015-05-01 12:00:00,0.8028202496915036,29.9795166,31.21886719,0,0,1398.8659,0.12981698962512922,2
2015-05-01 13:00:00,0.822184089304607,30.22042236,31.02135068,0,0,1430.5514,0.14918082923823262,2
2015-05-01 14:00:00,0.8120627391947998,30.13414917,31.06287522,0,0,1413.9896,0.13905947912842542,2
2015-05-01 15:00:00,0.7905286070624679,29.68630371,31.20403158,0,0,1378.7528,0.11752534699609352,2
2015-05-01 16:00:00,0.7376701619826694,28.86538086,30.36211478,0,0,1292.2593,0.0646669019162951,2
2015-05-01 18:00:00,0.6739636766135199,26.57836304,25.6379604,0,0,1188.0149,0.000960416547145515,2
2015-05-01 19:00:00,0.686033358202096,26.14678345,25.1859218,0,0,1207.7648,0.013030098135721646,2
2015-06-01 09:00:00,0.7496959035965511,27.99147949,30.00588883,0,0,1311.9373,0.0766926435301768,2
2015-06-01 10:00:00,0.7938844844343709,28.86507568,30.08040902,0,0,1384.2441,0.12088122436799653,2
2015-06-01 11:00:00,0.8046850402169939,29.62593994,29.61417765,0,0,1401.9173,0.1316817801506196,2
2015-06-01 12:00:00,0.813070241869088,30.13573608,28.91144837,0,0,1415.6382,0.1400669818027137,2
2015-06-01 13:00:00,0.8264122271199236,30.37651978,28.28398599,0,0,1437.47,0.15340896705354923,2
2015-06-01 14:00:00,0.8218793206623239,30.24587402,28.07821734,0,0,1430.0527,0.1488760605959496,2
2015-06-01 15:00:00,0.793401450275838,29.75869141,28.22404795,0,0,1383.4537,0.12039819020946363,2
2015-06-01 16:00:00,0.7578047539752538,28.83098755,28.4135031,0,0,1325.206,0.08480149390887948,2
2015-06-01 19:00:00,0.6795499813239829,25.88686523,22.97165439,0,0,1197.1559,0.006546721257608579,2
2015-07-01 09:00:00,0.7386962428938245,27.82406006,25.09453125,0,0,1293.9383,0.06569298282745017,2
2015-07-01 10:00:00,0.783143024556518,28.68065796,26.14883211,0,0,1366.6676,0.11013976449014362,2
2015-07-01 11:00:00,0.7979626518770865,29.29552612,27.07235057,0,0,1390.9173,0.12495939181071214,2
2015-07-01 12:00:00,0.7934793688679597,29.63857422,27.7745162,0,0,1383.5812,0.12047610880158532,2
2015-07-01 13:00:00,0.8082449726313238,29.74434814,28.70079081,0,0,1407.7425,0.13524171256494943,2
2015-07-01 14:00:00,0.8088190645955519,29.55211792,29.85741807,0,0,1408.6819,0.13581580452917752,2
2015-07-01 15:00:00,0.7805375490612124,29.04903564,30.91019871,0,0,1362.4042,0.10753428899483808,2
2015-07-01 16:00:00,0.7343412352767474,28.23427734,30.79072606,0,0,1286.8121,0.0613379752103731,2
2015-07-01 19:00:00,0.6851090909179801,25.86205444,23.61003607,0,0,1206.2524,0.01210583085160577,2
2015-08-01 08:00:00,0.6730405704692081,26.6149231,31.43018928,0,0,1186.5044,3.7310402833723444e-05,2
2015-08-01 09:00:00,0.7271909974753155,27.57180176,33.52150041,0,0,1275.112,0.05418773740894112,2
2015-08-01 10:00:00,0.7723159458962631,28.39937744,33.81695312,0,0,1348.951,0.09931268582988872,2
2015-08-01 11:00:00,0.7825079421962606,29.00472412,33.33870283,0,0,1365.6284,0.10950468212988629,2
2015-08-01 12:00:00,0.7689674020389127,29.3286377,32.32258054,0,0,1343.4717,0.09596414197253833,2
2015-08-01 13:00:00,0.7861548378706603,29.37270508,31.36593261,0,0,1371.5959,0.11315157780428597,2
2015-08-01 14:00:00,0.7937297472773106,29.20403442,31.20091657,0,0,1383.9909,0.12072648721093626,2
2015-08-01 15:00:00,0.7629054577970905,28.82879028,31.80915275,0,0,1333.5524,0.08990219773071617,2
2015-08-01 16:00:00,0.7152471467739381,28.12017212,31.9920546,0,0,1255.568,0.04224388670756374,2
2015-08-01 18:00:00,0.6743118963295271,26.22338257,28.8268885,0,0,1188.5847,0.001308636263152807,2
2015-12-01 08:00:00,0.6987461279043162,26.9008728,21.94646639,0,0,1228.567,0.025742867837941885,2
