datetime,nat_demand,T2M_toc,W2M_toc,holiday,school,nat_demand1,Jarak_Minimum,Klaster
2015-03-01 01:00:00,0.5409398950036277,25.86525879,21.85054582,0,0,970.345,0.018717862222897952,1
2015-03-01 02:00:00,0.5053909887728782,25.89925537,22.16694428,0,0,912.1755,0.05426676845364742,1
2015-03-01 03:00:00,0.49811449229589855,25.93728027,22.45491088,0,0,900.2688,0.06154326493062712,1
2015-03-01 04:00:00,0.49181072541170356,25.95754395,22.11048087,0,0,889.9538,0.0678470318148221,1
2015-03-01 05:00:00,0.4940918762259192,25.97384033,21.18608852,0,0,893.6865,0.06556588100060645,1
2015-03-01 06:00:00,0.48525853572203836,26.03414307,20.06203782,0,0,879.2323,0.0743992215044873,1
2015-03-01 07:00:00,0.5178042455182449,26.6914917,21.62349567,0,0,932.4876,0.04185351170828078,1
2015-03-01 08:00:00,0.5889909157310732,27.67406616,23.775317,0,0,1048.972,0.02933315850454754,1
2015-03-01 20:00:00,0.6184847223335831,26.26726685,19.42842398,0,0,1097.2334,0.05882696510705743,1
2015-03-01 21:00:00,0.6046861035766039,26.08352051,19.5695168,0,0,1074.6544,0.04502834635007824,1
2015-03-01 22:00:00,0.5843172669066845,25.95629272,19.65992258,0,0,1041.3244,0.024659509680158842,1
2015-03-01 23:00:00,0.5588391706479503,25.8612915,19.70297711,0,0,999.634,0.0008185865785753643,1
2015-04-01 00:00:00,0.5395389492735909,25.76918945,19.70035169,0,0,968.0526,0.020118807952934747,1
2015-04-01 01:00:00,0.5248737535469766,25.68181763,19.89334975,0,0,944.0556,0.034784003679549036,1
2015-04-01 02:00:00,0.5155013386108563,25.60231934,19.86387112,0,0,928.7193,0.044156418615669324,1
2015-04-01 03:00:00,0.5037905103343887,25.57265625,20.36202291,0,0,909.5566,0.05586724689213696,1
2015-04-01 04:00:00,0.4946833241745886,25.54714355,20.65157366,0,0,894.6543,0.06497443305193706,1
2015-04-01 05:00:00,0.48857915111146744,25.52785645,20.48153763,0,0,884.6659,0.07107860611505823,1
2015-04-01 06:00:00,0.4753317070857396,25.54476318,20.43622985,0,0,862.9888,0.08432605014078609,1
2015-04-01 07:00:00,0.48064758844707456,26.30422363,23.66059609,0,0,871.6873,0.0790101687794511,1
2015-04-01 08:00:00,0.5055872213997822,27.40322266,27.22222241,0,0,912.4966,0.05407053582674348,1
2015-04-01 09:00:00,0.5406078701322575,28.46138916,28.11991858,0,0,969.8017,0.019049887094268136,1
2015-04-01 10:00:00,0.5708639955725129,29.38103638,28.52748225,0,0,1019.3105,0.011206238345987218,1
2015-04-01 11:00:00,0.5955774507138933,30.1062561,28.25395806,0,0,1059.7497,0.03591969348736768,1
2015-04-01 12:00:00,0.6017105300468759,30.59508667,27.47972444,0,0,1069.7854,0.04205277282035025,1
2015-04-01 13:00:00,0.612405483219941,30.79110107,26.45025602,0,0,1087.2858,0.05274772599341537,1
2015-04-01 14:00:00,0.612334042565674,30.69204102,25.63466756,0,0,1087.1689,0.052676285339148365,1
2015-04-01 15:00:00,0.6051297812070379,30.26275024,25.31850515,0,0,1075.3804,0.0454720239805122,1
2015-04-01 16:00:00,0.5935365947265187,29.4192749,25.56764766,0,0,1056.4102,0.033878837499992986,1
2015-04-01 17:00:00,0.5796717910007021,28.11812744,25.10650949,0,0,1033.7229,0.020014033774176432,1
2015-04-01 18:00:00,0.6211189818735076,26.83339844,22.93944962,0,0,1101.5439,0.061461224646981893,1
2015-04-01 22:00:00,0.6034188722619102,25.75136719,21.83913041,0,0,1072.5808,0.04376111503538449,1
2015-04-01 23:00:00,0.5667605886172121,25.71669922,21.83853504,0,0,1012.596,0.007102831390686459,1
2015-05-01 00:00:00,0.5337749901730905,25.70070801,21.22802614,0,0,958.6209,0.025882767053435174,1
2015-05-01 01:00:00,0.515387974698397,25.68990479,20.81284325,0,0,928.5338,0.04426978252812863,1
2015-05-01 02:00:00,0.49889147816274937,25.69042358,21.4350917,0,0,901.5402,0.060766279063776296,1
2015-05-01 03:00:00,0.49048360372816324,25.70449219,22.28194361,0,0,887.7822,0.06917415349836242,1
2015-05-01 04:00:00,0.4863399846680656,25.71102295,22.64028872,0,0,881.0019,0.07331777255846006,1
2015-05-01 05:00:00,0.489039818050615,25.6949707,22.76640901,0,0,885.4197,0.07061793917591064,1
2015-05-01 06:00:00,0.4992252141875151,25.70403442,22.89387633,0,0,902.0863,0.06043254303901058,1
2015-05-01 07:00:00,0.5817704595277999,26.26845703,25.37011412,0,0,1037.157,0.022112702301274267,1
2015-05-01 22:00:00,0.5998602843252483,25.66970215,26.45164661,0,0,1066.7578,0.04020252709872263,1
2015-05-01 23:00:00,0.5605031450999411,25.5666748,27.77091949,0,0,1002.3568,0.0008453878734154818,1
2015-06-01 00:00:00,0.5172247756433448,25.50768433,28.49007318,0,0,931.5394,0.04243298158318087,1
2015-06-01 01:00:00,0.5069273600716533,25.44103394,28.39983239,0,0,914.6895,0.05273039715487238,1
2015-06-01 02:00:00,0.492355238867236,25.43129883,28.25437364,0,0,890.8448,0.06730251835928969,1
2015-06-01 03:00:00,0.47903262631734367,25.47203979,28.24805103,0,0,869.0447,0.080625130909182,1
2015-06-01 04:00:00,0.4689107873065663,25.4885498,27.3254377,0,0,852.4821,0.09074696991995934,1
2015-06-01 05:00:00,0.49260745065522515,25.46737061,26.22167787,0,0,891.2575,0.06705030657130051,1
2015-06-01 06:00:00,0.49529866715817517,25.44713745,24.54852365,0,0,895.6612,0.0643590900683505,1
2015-06-01 07:00:00,0.5629148324731936,26.0256897,25.55573757,0,0,1006.3031,0.003257075246667962,1
2015-06-01 22:00:00,0.6117450391218556,25.12993774,19.99690714,0,0,1086.2051,0.05208728189532996,1
2015-06-01 23:00:00,0.5774144741087824,24.96688232,20.05328525,0,0,1030.0292,0.017756716882256773,1
2015-07-01 00:00:00,0.5466403580906267,24.89916382,20.37505575,0,0,979.6728,0.013017399135898944,1
2015-07-01 01:00:00,0.522674432532644,24.86324463,20.15655441,0,0,940.4568,0.03698332469388166,1
2015-07-01 02:00:00,0.5032016902284342,24.86556396,20.10857967,0,0,908.5931,0.05645606699809147,1
2015-07-01 03:00:00,0.4896801560963018,24.90090332,20.34752638,0,0,886.4675,0.06997760113022389,1
2015-07-01 04:00:00,0.4835449378215747,24.92299805,19.85254356,0,0,876.4283,0.07611281940495096,1
2015-07-01 05:00:00,0.49331440145809835,24.92580566,19.13079926,0,0,892.4143,0.06634335576842731,1
2015-07-01 06:00:00,0.5027896078231978,24.96193848,18.5438325,0,0,907.9188,0.05686814940332785,1
2015-07-01 07:00:00,0.5655070465296832,25.74367676,21.0835276,0,0,1010.5448,0.005849289303157534,1
2015-07-01 22:00:00,0.6173971010128073,25.46785889,20.94058179,0,0,1095.4537,0.05773934378628165,1
2015-07-01 23:00:00,0.5860561043197334,25.2986084,19.59933033,0,0,1044.1697,0.026398347093207764,1
2015-08-01 00:00:00,0.5504405853317976,25.1585022,19.10039418,0,0,985.8912,0.009217171894728038,1
2015-08-01 01:00:00,0.5360886529018228,25.05080566,19.64667076,0,0,962.4068,0.023569104324702828,1
2015-08-01 02:00:00,0.5151250682016854,24.949823,20.34497017,0,0,928.1036,0.04453268902484031,1
2015-08-01 03:00:00,0.5089503100609953,24.82982788,20.43201766,0,0,917.9997,0.05070744716553033,1
2015-08-01 04:00:00,0.5046443147661783,24.77825317,21.20864995,0,0,910.9537,0.05501344246034734,1
2015-08-01 05:00:00,0.5155042109040562,24.77056274,21.66956875,0,0,928.724,0.044153546322469484,1
2015-08-01 06:00:00,0.5171587740123712,24.81609497,22.16842848,0,0,931.4314,0.04249898321415446,1
2015-08-01 07:00:00,0.5796796134162249,25.58526001,26.07372756,0,0,1033.7357,0.020021856189699205,1
2015-08-01 22:00:00,0.601409122598763,25.41469727,27.55759383,0,0,1069.2922,0.04175136537223734,1
2015-08-01 23:00:00,0.5700388529600998,25.29067383,27.54912931,0,0,1017.9603,0.010381095733574153,1
2015-09-01 00:00:00,0.5451743274189353,25.16060791,26.99393029,1,0,977.2739,0.01448342980759032,1
2015-09-01 01:00:00,0.5246002745667849,25.03847656,26.21308845,1,0,943.6081,0.035057482659740735,1
2015-09-01 02:00:00,0.5083784792637542,24.93444214,25.24825832,1,0,917.064,0.05127927796277143,1
2015-09-01 03:00:00,0.49545022645892944,24.9034668,24.7011255,1,0,895.9092,0.06420753076759622,1
2015-09-01 04:00:00,0.4889495547089965,24.91787109,24.26749535,1,0,885.272,0.07070820251752918,1
2015-09-01 05:00:00,0.48866788663755434,24.93493042,24.13681884,1,0,884.8111,0.07098987058897133,1
2015-09-01 06:00:00,0.47751550549426913,24.97023926,23.94043982,1,0,866.5622,0.08214225173225653,1
2015-09-01 07:00:00,0.48757623188377464,25.49630127,26.01589485,1,0,883.0248,0.07208152534275103,1
2015-09-01 08:00:00,0.5306882527852689,26.4039856,30.71778264,1,0,953.57,0.028969504441256788,1
2015-09-01 09:00:00,0.5633217203056218,27.36043701,33.6112828,1,0,1006.9689,0.003663963079096111,1
2015-09-01 10:00:00,0.5945189190008429,28.23269043,33.74536199,1,0,1058.0176,0.034861161774317195,1
2015-09-01 11:00:00,0.6128660890464672,28.89864502,32.33573644,1,0,1088.0395,0.05320833181994156,1
2015-09-01 12:00:00,0.6084702581983805,29.32561646,30.63581063,1,0,1080.8465,0.048812500971854855,1
2015-09-01 13:00:00,0.6039408962728146,29.53103027,29.2545632,1,0,1073.435,0.04428313904628889,1
2015-09-01 14:00:00,0.6049152147937522,29.44896851,28.52237981,1,0,1075.0293,0.045257457567226544,1
2015-09-01 15:00:00,0.5954995932343928,29.02315674,28.31445613,1,0,1059.6223,0.03584183600786717,1
2015-09-01 16:00:00,0.5750515546073051,28.23635254,28.32780678,1,0,1026.1627,0.015393797380779395,1
2015-09-01 17:00:00,0.5574725702110683,27.18654785,27.23120611,1,0,997.3978,0.002185187015457335,1
2015-09-01 18:00:00,0.592558915011411,26.24648438,24.34009245,1,0,1054.8104,0.03290115778488534,1
2015-09-01 20:00:00,0.61148867167562,25.64995728,22.215401,1,0,1085.7856,0.05183091444909438,1
2015-09-01 21:00:00,0.596533802124177,25.47780762,21.30097895,1,0,1061.3146,0.03687604489765128,1
2015-09-01 22:00:00,0.5797579597966955,25.30446777,20.63624201,1,0,1033.8639,0.020100202570169867,1
2015-09-01 23:00:00,0.5528603395710578,25.17159424,20.98972514,1,0,989.8507,0.006797417655467819,1
2015-10-01 00:00:00,0.5282028635907625,25.05278931,20.91818973,0,0,949.5031,0.03145489363576315,1
2015-10-01 01:00:00,0.5022024377580175,24.97649536,21.33533262,0,0,906.958,0.057455319468508126,1
2015-10-01 02:00:00,0.4756523650095532,24.90627441,22.1770574,0,0,863.5135,0.08400539221697245,1
2015-10-01 03:00:00,0.4664434263353353,24.87972412,22.74218765,0,0,848.4447,0.09321433089119036,1
2015-10-01 04:00:00,0.46121059702630884,24.90792236,22.63002542,0,0,839.8821,0.09844716020021682,1
2015-10-01 05:00:00,0.465626106138445,24.93251953,21.73165785,0,0,847.1073,0.09403165108808065,1
2015-10-01 06:00:00,0.4664599878557,24.95241699,21.40142949,0,0,848.4718,0.09319776937082569,1
